iter	Passed	Remaining
636	6144	3501
637	6153	3491
638	6162	3481
639	6172	3471
640	6181	3462
641	6190	3452
642	6200	3442
643	6209	3432
644	6218	3422
645	6228	3412
646	6237	3403
647	6247	3393
648	6256	3383
649	6266	3374
650	6275	3364
651	6285	3354
652	6294	3344
653	6304	3335
654	6314	3325
655	6324	3316
656	6333	3306
657	6342	3296
658	6352	3286
659	6362	3277
660	6372	3268
661	6381	3258
662	6391	3248
663	6401	3239
664	6411	3229
665	6420	3220
666	6430	3210
667	6439	3200
668	6448	3190
669	6458	3180
670	6467	3171
671	6477	3161
672	6486	3151
673	6496	3142
674	6506	3132
675	6515	3122
676	6525	3113
677	6535	3103
678	6545	3094
679	6555	3084
680	6564	3075
681	6574	3065
682	6584	3055
683	6594	3046
684	6604	3036
685	6613	3027
686	6623	3017
687	6633	3008
688	6642	2998
689	6652	2988
690	6662	2979
691	6671	2969
692	6681	2959
693	6690	2949
694	6699	2940
695	6709	2930
696	6719	2921
697	6729	2911
698	6739	2901
699	6749	2892
700	6758	2882
701	6768	2873
702	6778	2863
703	6788	2854
704	6798	2844
705	6807	2834
706	6817	2825
707	6827	2815
708	6836	2805
709	6845	2796
710	6855	2786
711	6865	2776
712	6874	2767
713	6883	2757
714	6893	2747
715	6906	2739
716	6915	2729
717	6925	2719
718	6934	2710
719	6944	2700
720	6954	2691
721	6963	2681
722	6975	2672
723	6984	2662
724	6994	2652
725	7003	2643
726	7012	2633
727	7022	2623
728	7032	2614
729	7041	2604
730	7051	2594
731	7060	2584
732	7070	2575
733	7079	2565
734	7089	2556
735	7099	2546
736	7108	2536
737	7118	2527
738	7127	2517
739	7137	2507
740	7147	2498
741	7157	2488
742	7167	2479
743	7176	2469
744	7186	2459
745	7195	2450
746	7206	2440
747	7215	2430
748	7225	2421
749	7235	2411
750	7244	2402
751	7255	2392
752	7264	2382
753	7274	2373
754	7284	2363
755	7293	2354
756	7303	2344
757	7313	2334
758	7322	2325
759	7332	2315
760	7342	2306
761	7352	2296
762	7362	2286
763	7371	2277
764	7381	2267
765	7391	2257
766	7400	2248
767	7410	2238
768	7419	2228
769	7429	2219
770	7439	2209
771	7448	2199
772	7458	2190
773	7467	2180
774	7477	2170
775	7486	2161
776	7496	2151
777	7505	2141
778	7515	2132
779	7524	2122
780	7534	2112
781	7544	2103
782	7553	2093
783	7563	2083
784	7572	2074
785	7582	2064
786	7591	2054
787	7601	2045
788	7611	2035
789	7620	2025
790	7630	2016
791	7640	2006
792	7649	1996
793	7659	1987
794	7669	1977
795	7679	1968
796	7688	1958
797	7698	1948
798	7708	1939
799	7717	1929
800	7727	1919
801	7736	1910
802	7746	1900
803	7755	1890
804	7765	1880
805	7774	1871
806	7783	1861
807	7793	1851
808	7803	1842
809	7812	1832
810	7821	1822
811	7831	1813
812	7841	1803
813	7851	1794
814	7861	1784
815	7871	1774
816	7881	1765
817	7890	1755
818	7900	1745
819	7913	1737
820	7922	1727
821	7932	1717
822	7941	1707
823	7951	1698
824	7960	1688
825	7971	1679
826	7982	1669
827	7991	1660
828	8000	1650
829	8010	1640
830	8019	1631
831	8028	1621
832	8038	1611
833	8048	1601
834	8057	1592
835	8067	1582
836	8076	1572
837	8086	1563
838	8095	1553
839	8104	1543
840	8114	1534
841	8123	1524
842	8133	1514
843	8143	1505
844	8153	1495
845	8162	1485
846	8172	1476
847	8181	1466
848	8191	1456
849	8200	1447
850	8210	1437
851	8219	1427
852	8229	1418
853	8239	1408
854	8249	1398
855	8258	1389
856	8268	1379
857	8277	1369
858	8287	1360
859	8296	1350
860	8306	1340
861	8315	1331
862	8325	1321
863	8337	1312
864	8346	1302
865	8355	1292
866	8365	1283
867	8374	1273
868	8384	1263
869	8394	1254
870	8404	1244
871	8413	1235
872	8423	1225
873	8433	1215
874	8442	1206
875	8451	1196
876	8461	1186
877	8470	1177
878	8480	1167
879	8490	1157
880	8499	1148
881	8509	1138
882	8519	1128
883	8529	1119
884	8538	1109
885	8548	1099
886	8558	1090
887	8567	1080
888	8577	1070
889	8586	1061
890	8596	1051
891	8606	1041
892	8615	1032
893	8624	1022
894	8634	1012
895	8643	1003
896	8653	993
897	8662	983
898	8672	974
899	8681	964
900	8690	954
901	8700	945
902	8710	935
903	8719	925
904	8729	916
905	8738	906
906	8748	897
907	8758	887
908	8767	877
909	8776	868
910	8786	858
911	8796	848
912	8806	839
913	8816	829
914	8825	819
915	8834	810
916	8844	800
917	8854	790
918	8863	781
919	8872	771
920	8882	761
921	8891	752
922	8901	742
923	8913	733
924	8924	723
925	8933	713
926	8943	704
927	8955	694
928	8965	685
929	8974	675
930	8984	665
931	8993	656
932	9002	646
933	9012	636
934	9021	627
935	9031	617
936	9041	607
937	9050	598
938	9060	588
939	9069	578
940	9078	569
941	9088	559
942	9098	549
943	9108	540
944	9118	530
945	9127	521
946	9136	511
947	9146	501
948	9155	492
949	9165	482
950	9174	472
951	9184	463
952	9193	453
953	9203	443
954	9213	434
955	9223	424
956	9232	414
957	9242	405
958	9251	395
959	9261	385
960	9270	376
961	9279	366
962	9289	356
963	9299	347
964	9308	337
965	9319	328
966	9329	318
967	9338	308
968	9348	299
969	9358	289
970	9367	279
971	9378	270
972	9388	260
973	9398	250
974	9407	241
975	9417	231
976	9426	221
977	9435	212
978	9445	202
979	9455	192
980	9464	183
981	9474	173
982	9484	164
983	9493	154
984	9502	144
985	9512	135
986	9522	125
987	9532	115
988	9541	106
989	9551	96
990	9561	86
991	9571	77
992	9581	67
993	9591	57
994	9600	48
995	9609	38
996	9619	28
997	9629	19
998	9639	9
999	9649	0
