iter	RMSE
385	263.357437
386	263.0227686
387	262.7450628
388	262.4057573
389	262.2200246
390	262.0370778
391	261.7555657
392	261.3840496
393	261.1340355
394	260.8854576
395	260.4147291
396	260.2364383
397	259.9174533
398	259.475512
399	259.0761001
400	258.7734306
401	258.3286663
402	257.7198358
403	257.2072384
404	256.738478
405	256.2610338
406	256.0951952
407	255.8295571
408	255.5680262
409	255.4573582
410	255.1784197
411	254.8143439
412	254.6051403
413	254.3378783
414	253.9212898
415	253.669194
416	253.5021785
417	253.3668352
418	253.0141742
419	252.6527978
420	252.4125468
421	252.3105821
422	251.981637
423	251.8373543
424	251.6093128
425	251.2820328
426	251.0490574
427	250.6154685
428	250.4908885
429	250.0668551
430	249.7816103
431	249.4319052
432	249.3156279
433	249.231231
434	249.0752059
435	248.8666294
436	248.5033575
437	248.3172616
438	247.9583272
439	247.7974658
440	247.6592714
441	247.535344
442	247.3295582
443	246.9449851
444	246.6658299
445	246.3794861
446	246.123292
447	245.7369372
448	245.6280806
449	245.3447806
450	245.2490792
451	245.0301697
452	244.6775184
453	244.5791597
454	244.4678289
455	244.1125244
456	243.8286581
457	243.5836783
458	243.1828584
459	242.9380074
460	242.58552
461	242.2333348
462	241.8910512
463	241.5833103
464	241.2083199
465	240.8171451
466	240.541426
467	240.4310462
468	240.312088
469	240.0437473
470	239.7109267
471	239.5326082
472	239.2668741
473	239.0591472
474	238.6842101
475	238.210958
476	237.8621746
477	237.6206135
478	237.3235387
479	236.9175221
480	236.5010145
481	236.2149314
482	235.9517751
483	235.7687152
484	235.652851
485	235.4019874
486	235.111287
487	234.8218309
488	234.4925897
489	234.2637296
490	233.9150846
491	233.8322019
492	233.5030033
493	233.1576058
494	232.9440376
495	232.5278177
496	232.3072979
497	232.0818578
498	231.8321829
499	231.5978552
500	231.4062537
501	231.0980304
502	230.8738274
503	230.7900472
504	230.6650112
505	230.5448161
506	230.402962
507	230.1534415
508	230.0224641
509	229.8412383
510	229.5829853
511	229.2348628
512	228.8664789
513	228.7232735
514	228.5141516
515	228.309002
516	227.9767617
517	227.7526779
518	227.5155313
519	227.1594285
520	226.8539407
521	226.7082148
522	226.5569221
523	226.3127036
524	226.0420165
525	225.8172358
526	225.6022207
527	225.4669229
528	225.2203676
529	225.122427
530	224.697214
531	224.5537311
532	224.3157203
533	224.1828589
534	223.909199
535	223.5742312
536	223.2797144
537	223.1592987
538	223.0002795
539	222.6984937
540	222.4922652
541	222.2456684
542	221.939016
543	221.8596443
544	221.6873728
545	221.4357105
546	221.3246113
547	221.2206218
548	221.054387
549	220.8509164
550	220.7535838
551	220.5380435
552	220.3600395
553	220.0465267
554	219.8580181
555	219.6975716
556	219.4267621
557	219.0292047
558	218.7845819
559	218.5650026
560	218.336505
561	218.0732414
562	217.8465242
563	217.6786236
564	217.3808305
565	217.1319435
566	216.9599036
567	216.7642541
568	216.6774228
569	216.446658
570	216.2190333
571	216.0095388
572	215.74687
573	215.5181306
574	215.3356747
575	215.1676968
576	214.9472012
577	214.5522212
578	214.3490285
579	214.1177217
580	214.0112161
581	213.6206595
582	213.397116
583	213.1085205
584	212.9691539
585	212.8823234
586	212.746414
587	212.6718644
588	212.5664462
589	212.3214346
590	212.1524137
591	212.0768679
592	211.9575261
593	211.7506986
594	211.5284665
595	211.2765148
596	211.0369963
597	210.9256864
598	210.6814033
599	210.4681738
600	210.2210292
601	210.0546555
602	209.8123716
603	209.6196642
604	209.3833798
605	209.259415
606	209.0419592
607	208.7818818
608	208.5836478
609	208.3685227
610	208.0800302
611	207.8445889
612	207.6399751
613	207.3915369
614	207.133761
615	207.0461935
616	206.9105828
617	206.8382374
618	206.657807
619	206.4492915
620	206.336834
621	206.0917151
622	205.8564296
623	205.7221723
624	205.6157041
625	205.3075946
626	205.0651257
627	204.9680428
628	204.6250229
629	204.3910322
630	204.0684856
631	203.9424675
632	203.805857
633	203.6930343
634	203.6065586
635	203.4106166
636	203.1819884
637	203.0592504
638	202.7676322
639	202.6194975
640	202.5354409
641	202.4407615
642	202.3046675
643	202.188827
644	202.0732579
645	201.9453474
646	201.6881604
647	201.4831683
648	201.3564125
649	201.1363933
650	200.9055912
651	200.6736312
652	200.5916975
653	200.4035688
654	200.2457928
655	199.929478
656	199.7293052
657	199.6557612
658	199.496467
659	199.2446911
660	199.0743898
661	198.8674956
662	198.6512039
663	198.4418431
664	198.2863363
665	198.1885589
666	197.978935
667	197.8207509
668	197.719992
669	197.630209
670	197.4461968
671	197.1466103
672	197.0855604
673	196.8938194
674	196.5199637
675	196.3124232
676	196.1585456
677	195.9470028
678	195.79488
679	195.5116214
680	195.4634179
681	195.3349297
682	195.1855636
683	195.0719327
684	194.9529673
685	194.7388906
686	194.54262
687	194.3236333
688	194.1892827
689	194.060612
690	193.9331717
691	193.8249801
692	193.6796275
693	193.635727
694	193.5128143
695	193.3125814
696	193.0927016
697	192.7583391
698	192.6043949
699	192.4376684
700	192.331287
701	192.0385841
702	191.9224629
703	191.7498748
704	191.67193
705	191.5302295
706	191.3059152
707	191.1811007
708	191.0742258
709	190.9841366
710	190.8186535
711	190.5363428
712	190.326995
713	190.2149782
714	189.981504
715	189.8715667
716	189.7777042
717	189.6161976
718	189.5017897
719	189.2851778
720	189.1372659
721	189.0044811
722	188.925932
723	188.8577137
724	188.6784202
725	188.5720471
726	188.5179038
727	188.3768842
728	188.2362385
729	188.107002
730	187.9308623
731	187.77992
732	187.6807988
733	187.601003
734	187.4188342
735	187.2559509
736	187.0582981
737	186.8755428
738	186.703932
739	186.5805773
740	186.4443394
741	186.273932
742	186.0992734
743	186.0355001
744	185.8820664
745	185.6500869
746	185.5268002
747	185.3552595
748	185.2054433
749	185.0590567
750	184.8900277
751	184.7486181
752	184.6343466
753	184.3976684
754	184.1583745
755	183.9790229
756	183.8310439
757	183.7433844
758	183.5048384
759	183.3799545
760	183.1812827
761	183.0455749
762	182.9141064
763	182.7967385
764	182.6907637
765	182.5751419
766	182.5230717
767	182.3547393
768	182.1121622
769	182.0293204
770	181.8744726
771	181.7380529
772	181.5491619
773	181.347284
774	181.231845
775	181.0667483
776	180.9272729
777	180.8020053
778	180.7312706
779	180.613337
780	180.4668192
781	180.3511348
782	180.1971253
783	180.0567676
784	179.8447506
785	179.7366937
786	179.6032015
787	179.4459781
788	179.2243119
789	179.0771914
790	178.9091491
791	178.8338819
792	178.7421924
793	178.6370279
794	178.5518098
795	178.3723775
796	178.2449077
797	178.112519
798	177.9033313
799	177.8486883
800	177.6971089
801	177.5514531
802	177.3811645
803	177.2950688
804	177.231408
805	177.1433697
806	177.0557883
807	176.9428635
808	176.8316984
809	176.7773104
810	176.5366943
811	176.3983698
812	176.3106636
813	176.0278283
814	175.9741889
815	175.8532737
816	175.6198931
817	175.5333202
818	175.4566524
819	175.3222104
820	175.1300343
821	175.0753745
822	174.9095774
823	174.835893
824	174.7220436
825	174.5170165
826	174.4562438
827	174.3425386
828	174.2815811
829	174.1410184
830	174.0439301
831	173.9803486
832	173.8236962
833	173.6602045
834	173.481921
835	173.3912465
836	173.1683494
837	173.1201775
838	173.0351421
839	172.9762658
840	172.8398799
841	172.7164493
842	172.5813264
843	172.3919142
844	172.2037863
845	172.1166087
846	171.9386803
847	171.8705774
848	171.7459578
849	171.6998579
850	171.5948819
851	171.5118552
852	171.2617559
853	171.1775007
854	171.0204198
855	170.8880736
856	170.8066512
857	170.730017
858	170.5824223
859	170.4235743
860	170.2883748
861	170.1807532
862	170.0367415
863	169.9324405
864	169.8580134
865	169.7329056
866	169.630447
867	169.559973
868	169.4447515
869	169.3045357
870	169.2060088
871	169.0501592
872	168.9146675
873	168.8084429
874	168.7582289
875	168.6457478
876	168.5798021
877	168.4991801
878	168.3571275
879	168.272647
880	168.2200347
881	168.0576953
882	167.8532808
883	167.7824474
884	167.6542257
885	167.5219946
886	167.3846857
887	167.307961
888	167.2178352
889	167.102642
890	167.0445296
891	166.9690453
892	166.8521947
893	166.7642421
894	166.7320618
895	166.6337063
896	166.5047456
897	166.4470402
898	166.3116861
899	166.1800941
900	166.0629706
901	165.9812279
902	165.8645036
903	165.7630086
904	165.6108533
905	165.4327081
906	165.286143
907	165.0892519
908	165.0242164
909	164.7944105
910	164.6016036
911	164.4496557
912	164.3342107
913	164.2605079
914	164.1808851
915	164.130638
916	164.0090197
917	163.8723503
918	163.7528694
919	163.7002311
920	163.6660713
921	163.5185727
922	163.464913
923	163.4012464
924	163.1790471
925	163.0756853
926	162.8852791
927	162.7446707
928	162.699388
929	162.5371934
930	162.3354718
931	162.239814
932	162.1449455
933	162.0791017
934	162.0087424
935	161.9029956
936	161.8081305
937	161.7242963
938	161.6517123
939	161.5490302
940	161.3703747
941	161.2169292
942	161.1337281
943	161.0025093
944	160.8436436
945	160.6785698
946	160.6077332
947	160.4958906
948	160.3352272
949	160.2676972
950	160.1753401
951	160.0835242
952	160.0248828
953	159.8442558
954	159.6749934
955	159.5952408
956	159.5415505
957	159.4637724
958	159.3929199
959	159.2692567
960	159.1011739
961	159.0578975
962	158.8810893
963	158.8006983
964	158.6559259
965	158.5495601
966	158.4185825
967	158.2298081
968	158.1327533
969	158.0289863
970	157.9591312
971	157.8999981
972	157.7978311
973	157.6514444
974	157.5604388
975	157.4391816
976	157.3955456
977	157.3091405
978	157.2206428
979	157.0564394
980	156.9033348
981	156.8281246
982	156.7562589
983	156.710848
984	156.6834829
985	156.5189766
986	156.4370882
987	156.2910293
988	156.1741398
989	156.0313688
990	155.9668186
991	155.8604314
992	155.6681783
993	155.5748297
994	155.5087048
995	155.4684618
996	155.3658359
997	155.328617
998	155.1438014
999	155.047926
